Answer,Answer.f1.angry.raw,Answer.f1.anxious.raw,Answer.f1.bored.raw,Answer.f1.calm.raw,Answer.f1.confused.raw,Answer.f1.disgusted.raw,Answer.f1.excited.raw,Answer.f1.frustrated.raw,Answer.f1.happy.raw,Answer.f1.nostalgic.raw,Answer.f1.proud.raw,Answer.f1.sad.raw,Answer.f1.satisfied.raw,Answer.f1.surprised.raw
"It was just an overall crappy kind of day yesterday, I think. I was bored and frustrated all day, eating garbage food more than I should, mainly just for something to do and when my partner got home from work, I just wanted to vent to them and have some companionship. They are having a rough time at work recently and they were also frustrated and hungry and contentious, so it didn't make for a good mix. I think we ended up just frustrating each other more than anything else.",False,False,False,False,False,False,False,True,False,False,False,False,False,False
The lights kinda disturbed us when they fell and our dog being scared.,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"At the end of the evening I talked to my mom on the phone and we talked about the trip I just came back from. It was fun to talk to her, she was so interested in the details of our trip and so positive. She's such a great person.",False,False,False,True,False,False,False,False,True,False,False,False,False,False
"I had parent teacher conferences for two of my children. One was excellent and is doing really well and my oldest, is doing well academically but is struggling in the classroom and socially. He receives a lot of help at school and at home, but nothing seems to be working.",False,False,False,False,True,False,False,False,False,False,True,False,False,False
"I was extremely anxious while waiting at the doctor's office to find out my test results, and whether or not I would need a transplant soon.",False,True,False,False,False,False,False,False,False,False,False,False,False,False
I was acting very worried for no good reasons and realized how silly I felt.,False,False,True,True,False,False,False,False,False,False,False,False,False,False
"Work was long today. I did a lot of different projects at 2 different stores. It was frustrating some of the time, but the fact that I finished everything gave me a sense of accomplishment.",False,False,False,False,False,False,False,True,False,False,False,False,True,False
"I finally decided to get back into running after two years. I was suprised at how difficult a time I was experiencing after the first mile. However, I am proud of myself that I made the effort to step back out there.",False,False,False,False,False,False,False,True,False,False,True,False,True,False
"It was just another day at work, where I didn't know if I would make good money or not so good money.",False,True,True,False,False,False,False,False,False,False,False,False,False,False
I work out in the afternoon on most days so it's perhaps not the most salient thing ever but yesterday was otherwise mostly filled with work during the day and scheduled in the evening like I explained in both situations above. What was notable about exercising yesterday was hitting a new personal record on my bench press at 225lbs.,False,False,False,False,False,False,True,False,False,False,True,False,True,False
THE MARKETING TEAM MET TO REVIEW AND REVISE OUR MARKETING PROGRAM FOR THE COMPANY. THE PROGRESS WE MADE WAS EXCLENT AND I AM PROUD BEING THE LEADER OF THIS TEAM.,False,False,False,False,False,False,True,False,False,False,True,False,True,False
It was long and tiring.,False,False,True,False,False,False,False,True,False,False,False,False,False,False
I'm happy to have a really balanced relationship with my family,False,False,False,False,False,False,True,False,False,False,False,False,False,False
I woke up feeling find. Went through most of the day feeling alright but then my back started hurting and wouldn't stop. Not long after that I hurt my arm trying to chase the cat back in the house. Shot pain up from my arm to my neck and into my shoulders. It was terrible.,True,True,False,False,False,False,False,True,False,False,False,False,False,False
There was not much to do,False,False,False,False,False,False,False,True,False,False,False,False,False,False
i had a great day with my family yesterday,False,False,False,False,False,False,True,False,True,False,True,False,False,False
My back has been bothering me.  It has prevented me from getting a good night's sleep.,False,True,False,False,False,False,False,True,False,False,False,False,False,False
I was attempting to read a book and couldn't oncentrate on it at all. I felt like I couldn't remember the last sentence I had read.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
My sister's 29th birthday also 8 yeas sober for her.,False,False,False,False,False,False,False,False,True,True,True,False,False,False
I had one of my days doing crowd sourcing work. I have been doing this 5 months and have recently hit 10000 hits. So I have been very pleased with this work and yesterday paid off. I was very happy and elated. Such a good emotional boost!,False,False,False,False,False,False,False,False,True,False,True,False,True,False
"The other thing I did yesterday was work. It was a normal work day, but I was fairly busy. I wasn't too excited about the projects I was working on, but I was able to make progress on them.",False,False,True,True,False,False,False,False,False,False,False,False,False,False
I waste 2 hours watching the worst move ever,False,False,True,False,False,False,False,False,False,False,False,False,False,False
I was hanging out with my family a lot yesterday and it made me feel really good. I haven't seen them in a while so it was nice to catch up. We had a nice family dinner and played some games at my mom's house,False,False,False,True,False,False,True,False,True,False,False,False,False,False
I found out I did well on a project at work today. I got good ratings. I was happy and proud.,False,False,False,False,False,False,True,False,False,False,True,False,True,False
"I began the morning with a cough, but remained calm and soon, it was an after thought.",False,False,False,True,False,False,False,False,False,False,False,False,False,False
I just got a bonus from my supervisor for my project. So happy because my hard work paid off!,False,False,False,False,False,False,True,False,True,False,False,False,False,False
I went for a walk. It was peaceful.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"When I have arrived home, my daughter was waiting for me patiently. At least that how she look like but I felt that was excited and eager to go outside and play. I am her best playmate. Well, the dog too, our German shepherd.",False,False,False,True,False,False,False,False,True,False,False,False,True,False
Dinner time is usually at 6pm and there was nothing available to make a complete meal. It made me feel anxious trying to find something for everyone when there was nothing as far as meat to cook because the meat was frozen. Everyone wound up having individual meals like sandwiches or noodles. to find something to cook for everyone in a short time. Another family member said they were going to make the dinner but by time 6pm was coming closer I did not,False,True,False,False,False,False,False,False,False,False,False,False,False,False
A friend had an art gallery opening. I didn't want to go because I was tired and the event was a half hour away. But I went and was supportive and had a good time.,False,False,False,True,False,False,False,False,False,False,True,False,True,False
It's a great feeling to just get a great jog in. I love being able to just release stress and get an early morning jog in.,False,False,False,False,False,False,True,False,True,False,False,False,False,False
I took the time to do yoga right away in the morning when I got up. This made me feel a sense of calm which is a nice thing to experience when you have two little  boys. I also had the chance to feel satisfied that I'm actually sticking to do something everyday.,False,False,False,True,False,False,False,False,False,False,True,False,True,False
"I was downtown, and bumped into an old friend of mine at a bus station.  We do not always get along so great, and he was in a bad mood, so we ended up taking a long bus ride together in mostly awkward silence.",False,False,False,False,False,False,False,False,True,False,False,False,False,True
"Spending time with my family makes me happy, I am so grateful for them. I feel lucky to have been so blessed.",False,False,False,False,False,False,False,False,True,False,True,False,True,False
Yesterday was a busy work day.  We've nearly completed preparations for our holiday display.,False,False,False,False,False,False,False,False,False,False,False,False,True,True
I managed to write two papers in the same day for two of my classes. I was proud that it did not take much effort and that I did not have to spend the entire night after work working on them.,False,False,True,False,False,False,False,False,False,False,False,False,True,False
I watched Survivor last night and the masked singer.  Love both of those shows.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I felt so satisfied yesterday. It was one of those days where you are really reassured in your love.,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Work is rather salient because I spend the majority of my day there. Nothing particularly exciting or interesting really happened there but it was fairly busy as it usually is. Given that we're federal employees who are excepted from the furlough but not being paid to work we spent a lot of our day talking about the shut down and what if anything Trump is doing to attempt to alleviate it.,True,True,False,False,False,False,False,False,False,False,False,False,False,False
by excercising my heart it was such a great meeting of my body and mind. I felt extremely calm afterword.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Was able to eat some of my favorite food so i was pretty happy and excited and couldnt wait to eat it.,False,True,False,False,False,False,True,False,False,False,False,False,False,False
I did not sleep well yesterday,False,False,False,False,False,False,False,True,False,False,False,False,False,False
I finally finished a hand beaded bracelet that I have been trying to learn for over a month. It made me feel great to have it done. It looks really cute too.,False,False,False,False,False,False,True,False,True,False,True,False,False,False
"My family was the most salient part of my day, since most days the care of my 2 children occupies the majority of my time. They are 2 years old and 7 months and I love them, but they also require so much attention that my anxiety is higher than ever. I am often overwhelmed by the care the require, but at the same, I am so excited to see them hit developmental and social milestones.",False,True,False,False,False,False,False,False,True,False,True,False,False,False
Today I had a good and easy day. Everything in the department was taken care of and no new issues came up.,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Yesterday was the day we go for a church service at a local nursing home.  Our pastor play music and the people who come sing along.  They really appreciate us being there.  It is good to worship  God with this group of people.,False,False,False,True,False,False,True,False,True,False,False,False,True,False
My friends made me excited and bring joy to my life. They are the reason I continue to live on. They have helped me so much in my life.,False,False,False,False,False,False,True,False,False,False,False,False,False,False
It is a challenge to have the family together and have them get along.  There are many differences between the children but they do want to participate in activities together.  I think that if they could just figure out how to help each other and that they could make a good team that they will be best friends.  Sometimes they surprise me with their time together and kindness and sharing with each other.  Other times they cause a lot of excitement and frustration in trying to get them to work together.  I am happy when they all can be together and enjoy each other.,False,False,False,False,False,False,True,True,True,False,False,False,False,True
I felt quite excited satisfied and happy to complete my exercise routine.,False,False,False,False,False,False,True,False,True,False,True,False,True,False
Went to bed and really needed it didn't get much sleep the night before.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I wanted to get a lot of work done in a small amount of time that I had.,False,True,False,False,False,False,False,False,False,False,False,False,False,False
I was working on a project at work i was having issues with. Made me very upset and confused.,False,True,False,False,True,False,False,True,False,False,False,False,True,False
"Yesterday, I had a great conversation on the phone with my old friend, Matt.  We made plans for Friday night to get together and catch up.",False,False,False,True,False,False,False,False,True,False,False,False,False,False
Work was typical.  I was frustrated by the stupid paperwork and other crap that I have to do instead of just being allowed to do my job.,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Dinner was cream of potato soup and fresh bread.  The house smelled of the bread rising in the bread machine and potato soup is so easy to make yet I don't often.  It brought back memories of my Dad since he used to make it often when I was growing up.,False,False,False,True,False,False,False,False,False,True,False,False,False,False
"The most salient thing yesterday was relationship to my family. I talked to my daughter in the morning, to my son in the afternoon, and spent all day with my wife. I had a very enjoyable wonderful day.",False,False,False,False,False,False,False,False,True,True,False,False,True,False
I couldnt find much worrk online.Being in pain made the idea of working even worse.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The market at work is slow and if it fosen't pick up soon some people with have their hours cut and am just done dealing with this job I will never go any higher then Office Manager,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"I started working out again. I have been feeling out of shape but since it is winter, I want to start working out again. I feel happy and strong now.",False,False,False,False,False,False,True,False,False,False,True,False,True,False
my friends make me happy just knowing them and they are a very important part of my day,False,False,False,False,False,False,True,False,True,False,True,False,False,False
"When I got home, I found out my youngest had made the basketball team at his school. He had been working hard to improve his skills and it paid off.",False,False,False,False,False,False,False,False,True,True,True,False,False,False
I went to five guys and the food was better than i rememebered it being in the past,False,False,False,False,False,False,False,False,True,False,False,False,True,True
I had sex with my wife wo I am trying to do more. It made me feel really good because sometimes I feel like I don't satisfy her enough.,False,True,False,False,False,False,False,False,False,False,True,False,True,False
"I was able to catch up with a couple friends on Facebook yesterday. We don't always get to talk as often as we would like, but they commented on a post I made, and we had a really nice chat.",False,False,False,True,False,False,False,False,True,True,False,False,False,False
I spent part of the day messaging back and forth with my birder friends. I had found a rare bird last week and they were complementing me and I was telling them how easy it was. So that was kind of fun.,False,False,False,False,False,False,False,False,True,False,True,False,False,False
I met with a friend I hadn't seen in a while. It was good though I could tell we both changed.,False,False,False,False,False,False,False,False,True,True,False,False,False,False
"There was an incident with my spouse where he was trying to restrain our dog that recently had surgery when we were going to feed him. Unfortunately, the dog reared his head back and hit my spouse in the mouth and knocked out his dental crown. This situation surprised me and made me anxious/frustrated because my spouse was really upset and now we'd have additional expenses to fix his dental work.",False,True,False,False,False,False,False,True,False,False,False,False,False,True
My family is the biggest part and most important amount of every day for me. I was able to speak with my parents by phone to plan to go over there this weekend. My brother will be there too.,False,False,False,False,False,False,False,False,True,True,True,False,False,False
I looked forward to my running days because I get to hang out with my buddies from college and keep in touch with them while enjoying nature and the thrill of running on the trails.,False,False,False,False,False,False,True,False,False,False,False,False,False,False
I only slept for 3 hours yesterday. Could not sleep because I was anxious about the approval of my project. Exhausted and beat down.,True,False,False,False,False,False,False,True,False,False,False,False,False,True
I have a large project at work that has been very difficult. Yesterday I hit a large roadblock with it and I spent most of the day troubleshooting the issues. They're still not resolved and it's very frustrating. Because of this my work was the most salient thing about my day yesterday. I love my job but it can be very frustrating when problems happen that are difficult to fix. It distracting and I need some time to myself to think through the problems.,False,True,False,False,False,False,False,True,False,False,False,False,False,False
I made passionate love to my wife.,False,False,False,False,False,False,True,False,True,False,False,False,True,False
In the morning I was able to complete my first workout since breaking my ankle a couple weeks ago. It was a good start and motivation to keep going. .,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Happy that I'm trying to work toward my goal of losing weight.,False,False,False,False,False,False,True,False,True,False,True,False,False,False
The night before last i.e. yesterday morning I slept for over 10 hours straight which is not normally a thing I ever do like ever. Unfortunately I felt like absolute crap as the result of having caught something most likely the flu so I did not feel great at all in fact I felt like total crap. Cough crap in my throat crap in my lungs the whole bit. I was a bit worried I was going to wake up feeling way sicker but that didn't stop the fact that I absolutely needed to crash at like 8 PM. So I did. Woke up feeling sooo much more refreshed. Still sick but not nearly as bad. 10 hours of sleep was what I needed I guess. Still sick though.,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Today I was very sick. It seems everybody I know has a cold and I thought I was above it but no. I had some orange juice and went back to bed. Not a good day.,False,False,False,False,False,True,False,True,False,False,False,True,False,False
"I went to a scheduled appointment with my dermatologies yesterday for a laser treatment.  I had been told there was virtually no recovery time for this particular treatment, which proved to be the case.  I am alreay very pleased with the results an know they will be better with time.",False,False,False,False,False,False,False,False,True,False,False,False,True,True
"I had a burger combo from five guys. It was delicious. The onions, the peanut flavor in the fries, I really liked it. It reminded me of simple times back in college.",False,False,False,False,False,False,False,False,True,True,False,False,True,False
Work was pretty good yesterday. I was busier than I have been recently and it felt good to be productive and feel like I was earning my paycheck. My project is getting off the ground and it's exciting to see some of my work start to pay off.,False,False,False,False,False,False,False,False,False,False,True,False,True,False
The kids had a half day at school and went for a hang out at different friend's homes.  I picked them up after work and both friends are from affluent families - we are not and the process of entering large mansions and speaking with the other parents makes me a bit anxious.,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"I spent all day working, but made very little money. It was an extremely frustrating day. I would have quit early and done something more recreational, but I desperately needed whatever money I could manage to earn. I went to be feeling hopeless and frustrated.",False,False,False,False,False,True,False,True,False,False,False,True,False,False
"I had a delicious burger from Applebee's for lunch. I was really looking forward to it, and it was great.",False,False,False,True,False,False,True,False,True,False,False,False,False,False
My husband is the most important thing in my life. He makes me feel loved and secure.,False,False,False,True,False,False,False,False,True,False,False,False,True,False
I was so happy and excited to get to the gym after being out of town for 5 days. I did not work out in those days and was feeling the need for a good sweat!,False,False,False,True,False,False,False,False,True,False,True,False,False,False
Everyone loves sleep. The past 6 months have created a whole new schedule for myself so come evening I'm ready for bed!,False,True,False,True,False,False,False,False,False,False,False,False,True,False
"I learned from my doctor yesterday that I am vitamin D deficient and that I also have to take medication for cholesterol.  I thought I was doing good, but apparently not.",False,True,False,False,False,False,False,False,False,False,False,False,False,True
"I love spending time with my hubby, getting cuddles and intimates chats and other couple things we do.",False,False,False,False,False,False,True,False,True,False,False,False,True,False
I feel so proud to have such amazing friends in my life. Over the past few years I have found friends that feel like family. With my friends around I feel happy an my life feels full.,False,False,False,False,False,False,True,False,True,False,True,False,False,False
It seems like things are not going as well as I would hope but I guess it is all in God's timing,False,False,False,False,False,False,False,False,False,False,False,True,False,False
I woke up very tired again yesterday. It is frustrating how little good sleep I get.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
I made myself dinner before going to work. I was in a rush so I made a sandwich on a bagel and ate it. I also ate a Girl Scout cookie as dessert. It was fairly normal.,False,False,False,True,False,False,False,False,True,False,False,False,False,False
I had to work alone today and close at work. It was stressful because I was the only person at work. That meant I was in control of everything. I had to answer phone calls interact with customers and solve any issues that arose. It was stressful.,False,True,False,False,False,False,False,True,False,False,False,True,False,False
"Yesterday we grilled salmon for dinner, even though it was 40º F outside and I had bought the salmon a week ago. We took a chance on it being bad, but it was delicious and no one got sick. I'm looking forward to grilling salmon again.",False,False,False,False,False,False,False,False,False,False,False,False,True,True
Yesterday I was reminded of how loved and appreciated I am. I was reminded that the people I care about care about me as well and that I am important to them,False,False,False,False,False,False,True,False,True,False,False,False,True,False
My family was the most salient thing about my day. My baby boy turned 9 months old today. It made me fee so proud and nostaglic and introspective. I reflect back and feel happiness that I created a beautiful child that is my own family.,False,False,False,False,False,False,False,False,True,True,True,False,False,False
A friend of mine sent me a video that I could not even watch 10 seconds of. It was so upsetting to me. I messaged him back yelling at him for sending me such a disturbing video. He apologized and said he understood and that he would never do that again. I can only tell you the few seconds that I did see. It was a man with what I am assuming was his infant child. The man was slapping the baby because the baby could not stand up on their own. He was also yelling at that poor baby was screaming. I could NOT watch anymore. It still bothers me because that is one of those things that you can not unsee!!,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Yesterday despite feeling a bit sick I didn't feel completely gross and could actually enjoy my day off for the most part (I didn't want to go to work super-contagious with a cough and infect all my coworkers). I had a day feeling only a little bit crappy but mostly just read a lot watched a lot of tv and fooled about on the internet doing nothing in particular. Other than feeling a little sick it was a great day - the kind of day I really really wish I could have more often i.e. I can't wait until I can retire or at least semi-retire. No time soon obviously.,False,False,False,True,False,False,False,False,True,False,False,True,False,False
The sleep was good,False,False,False,True,False,False,False,False,False,False,False,False,False,False
My SO is recovering from a serious illness and has good days and bad days. Yesterday was a bad day for her and I felt so sorry for her. I wished there had been something I could do to make her feel wonderful but all I could do was help her and take care of her the best I could. She was glad to see yesterday end.,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"Trying to help my mother-in-law find a home, but it's kind of awkward because I feep like she wants to live with us.",False,False,False,False,True,False,True,False,True,False,False,False,False,False
They don't make a lot of sense.,False,False,False,False,True,False,False,True,False,False,False,False,False,False
"Had a test i wasnt ready for, and im not sure how i did on it.",False,True,False,False,False,False,False,False,False,False,False,False,False,False
being together with those we love is a life gift to us,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Yesterday was my birthday and I spent it with my family which is the most important thing in my life. I felt loved and pampered as if I was the most important thing in their lives as well,False,False,False,False,False,False,False,False,True,True,True,False,False,False
Today I was able to make $18 on mturk. New record for a day. It took from 6AM till about 8PM. Once I got to $15 I kept going to see how much I could make but the hits dried up.,False,False,False,False,False,False,False,False,True,False,False,False,True,True
My wife surprised me with a big dinner she made.  I love her cooking so I was ecstatic!,False,False,False,False,False,False,False,False,True,False,False,False,False,True
I'm tired of having bad food. It's like there is nothing in the kitchen. Oatmeal was ok but to follow it up with tuna and mayo for lunch made me feel ill. Then sloppy joes for dinner? Too strange of a combination for me. Makes me angry.,True,False,False,False,False,True,False,True,False,False,False,False,False,False
I enjoyed watching a new movie with my son. We both really enjoyed it and sat for a long time afterwards talking about what we thought. It was nice to spend some one on one time with my son.,False,False,False,False,False,False,False,False,True,False,True,False,False,False
"I had a good selection of tasks yesterday, and they exceeded my goals (in terms of hours worked and earnings.)  Knowing that the weather had turned cold and miserable, and that at the end of the week my work day's were going to be interrupted by other responsibilities, it was that much more satisfying that I could get more than the average amount of work accomplished yesterday.  I was also able to concentrate on/organize some upcoming chores and personal projects, especially some photography I want to accomplish. Earning more money now puts me at ease about missing some work time later this month when I pursue these types of personal projects.",False,False,False,True,False,False,False,False,True,False,False,False,True,False
I worked out in the morning and the afternoon even when I did not feel like it. once I started I felt better.,False,False,False,False,False,False,False,False,True,False,True,False,False,False
I had the greatest dinner yesterday.  It was cooked perfectly and the seasoning was perfect.  I am sure to make a note of the recipe so that I can prepare the meal again.,False,False,False,False,False,False,True,False,True,False,False,False,False,False
"I made $25 on AmazonTurk yesterday,while my goal is $10.I was happy.",False,False,False,False,False,False,True,False,True,False,True,False,False,False
My kids made us a wonderful dinner and we were quite surprised with it.  It was so fun and we had a good time,False,False,False,False,False,False,True,False,False,False,False,False,True,False
The most important thing in my life is always God or my salvation. It makes me feel calm or at peace knowing no matter what life throws at me he is on the throne fighting my battles for me and I am going to be okay,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"I didn't sleep well in the night, so I spent a good portion of the afternoon dozing and napping. I was glad to get caught up on sleep.",False,False,False,True,False,False,False,False,False,False,False,False,False,False
"I wasn't feeling the gym, as I had hurt my groin a couple weeks ago, and it was still sore.  Either way, I went in there, did well and got into it.  I did a bunch of things that I think will help it heal, and I feel good about that.",False,False,False,False,False,False,False,False,False,False,True,False,True,False
"The most salient thing from yesterday was how we are a family (wife and 3 kids) but as of recent we have been very distant from each other so the household is cold and callous. Just last month our house was loud and boisterous, now its silent and uncomfortable.",False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Yesterday I had to go to the dentist and was worried about my oral health. You see, 3 months ago, when I went for my teeth cleaning, the checkup was not so good so I was worried it might be even worse, so I was anxious heading into the appoointment.",False,True,False,False,False,False,False,False,False,False,False,False,False,False
"I enjoyed eating a bacon cheeseburger from my favorite restaurant, Cheddars. I used to eat bacon cheeseburgers all the time when I was younger. The food made me feel happy and nostalgic.",False,False,False,False,False,False,False,False,True,True,False,False,True,False
I had to rely on my faith in God to help get me through feelings I've had concerning a recent breakup.,False,False,False,True,False,False,True,False,True,False,False,False,True,False
I cooked a real meal.  It took way too much time and effort for how flavorless it was.  It tool forever to clean up and I got no help.,False,True,False,False,False,False,False,True,False,False,False,False,False,False
I fell asleep very early last night. I fell asleep around 8:30 PM last night. I usually fall asleep around 10-11. I was surprised to fall asleep so early and so easily. I must have really needed it.,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"I had not seen my brother for almost 5 years although we talk on Facebook daily.  It just happened although he is only 2 hours away.  Planned visits had been cancelled.  I saw him a few times a month before our Mom passed.  Yesterday, we met for coffee as he was down here for work.  I was so excited and happy to see him.  I think we are back on track now!!",False,False,False,False,False,False,True,False,True,False,True,False,False,False
"I had received an important email from an individual I had contacted last week, which they would reply a bit later than I had initially hoped for external reasons. I was glad to hear back from the person, and excited that they were willing to comply with my request. It made me feel relief/satisfaction, and happy that I could follow through with my plans.",False,False,False,False,False,False,True,False,True,False,False,False,True,False
When I got home from the card tournament my girlfriend surprised me with some chicken fajitas. I was really hungry and these are one of my favorite things to eat so I was super grateful!,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Made a new recipe today and it turned out tasting really well. Will have to remember to put it into my repertoire more often.,False,False,False,False,False,False,True,False,True,False,False,False,False,False
"I don't always cook at home, but one in a while I like to experiment. Yesterday I have gave it a try and felt like preparing a Chinese dish. I have gathered all the details from the internet based on the ingredients I have at home. Everyone was surprised how good the outcome was. Of course, I was told that this is the first of many. So I am the new chef at home.",False,False,False,False,False,False,False,False,False,False,True,False,True,True
I'm so far behind in my school work and I wasn't happy with my last grade. I think the professor is an idiot who has no idea what he's doing. It feels like he's just going through the motions and that makes me anxious because I want a good grade.,False,True,False,False,False,False,False,False,False,False,False,False,False,False
felt upset and disappointing because I did not exercise alot,False,False,False,False,False,True,False,False,False,False,False,False,False,False
I was excited and calm at the same time. It was due to a meeting that was to be the bridge to my promotion.,False,False,False,True,False,False,True,False,False,False,False,False,False,False
spending time with my husband and kids makes me happy. I was glad to spend quality time with family,False,False,False,True,False,False,False,False,True,False,True,False,True,False
I attended a study group with friends. I looked forward to going and had a great time. I was able to say things that were on my mind and to listen to others as well. Very encouraging.,False,False,False,False,False,False,False,False,True,False,False,False,False,True
At seventy one I am free of any major illnesses and medications. Being thankful to my parents for all the good genes they  have passed down to me.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"I was surprised because I got a large bonus on my Mturk work and I wasn't expecting it at all. I am looking for a permanent job, but I'm working on Mturk so I can keep everything going until I find something. It's nice to get a surprise because it does give you a little more hope.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
"After leaving the doctors office yesterday, I came home and slept for 14 hours. I guess I needed it.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
My oldest brother visited and talked about the issues his family is having. It was sad to hear about the negative things they are going through right now.,False,True,False,False,False,False,False,True,False,False,False,True,False,False
I had to prepare a meal for 300 people. We had suppers at church that I am in charge of. It is a big job but it brings a sense of accomplishment.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
I exercised and it felt normal to be in my routine. It's boring but I feel cam and less stressed.,False,False,True,True,False,False,False,False,False,False,False,False,True,False
I am looking for a job in a new career field and ding self employed task work in the meantime both did not go well yesterday and created a frustrating experience,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Playing the piano at the end of the day helps me wind down and relaxes me,False,False,False,True,False,False,False,False,False,False,False,False,True,False
"A group of my friends and I met up to play D&D. It was great, we'd taken a four-month hiatus (two of us have kids, another two had exams) and it was like we'd never stopped. Rolling dice, eating pizza and drinking beer into the night, catching up, killing orcs and whatnot.",False,False,False,False,False,False,True,False,True,True,False,False,False,False
we had italian food it was so good and yummy i had alfredo with bread and salad it was so tasty,False,False,False,True,False,False,True,False,True,False,False,False,False,False
"I had lunch with me aunt and we discussed my future plans and I talked about the shortcomings that I thought could hold me back from achieving what I desire to. It made me feel anxious to talk about, and when she went on to tell an interminably long and irrelevant story I became a bit fidgety.",False,True,False,False,False,False,False,False,False,False,False,False,False,False
i spent the evening with my boyfriend and it was nice and relaxing,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I spent some time with my bestfriend after spending time with Sirena,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Working on my health is an important part of my day and one that is noticeable to those around me often. I am working on losing some weight and trying to get in better health after some recent health problems. i am doing better but its still a struggle that bugs me each and everyday.,False,True,False,False,False,False,False,False,False,False,False,False,False,False
I was happy to be around my family yesterday when my oldest son received an award at school.,False,False,False,False,False,False,False,False,True,False,True,False,False,False
